"Name","FP","Pos","Team","Salary","Avg","Game","Time","Rnk","Drop","Ceiling","Floor","Risk","index"
"Duke Johnson Jr.",11.1174,"RB","CLE",4200,8.8,"Cle@Mia","01:00PM",27,"0.251",12.4724,8.5848,"4.2023","2552461"
"Jaelen Strong",5.489,"WR","HOU",3300,0,"Hou@NE","08:25PM",90,"0.0546",6.6713,2.81,"5.9007","2552463"
"Jalston Fowler",0.1961,"RB","TEN",3000,0,"Oak@Ten","01:00PM",130,"0.0399",0.3305,0,"null","2552464"
"Marcus Mariota",17.0674,"QB","TEN",5900,18.18,"Oak@Ten","01:00PM",17,"0.2069",19.1668,12.96,"6.3601","2552466"
"Maxx Williams",1.6117,"TE","BAL",2500,0,"Bal@Jax","01:00PM",63,"0.0599",2.4531,0.46,"7.7389","2552468"
"Melvin Gordon",13.6417,"RB","SD",5800,20.85,"SD@Ind","04:25PM",15,"0.5168",14.94,9.5066,"2.7364","2552469"
"Sammie Coates",6.0869,"WR","PIT",3800,9.95,"Pit@Phi","04:25PM",86,"0.158",8.3087,3.1569,"7.637","2552470"
"T.J. Yeldon",8.854,"RB","JAX",5600,14.35,"Bal@Jax","01:00PM",40,"0.553",11.1143,4.259,"5.5407","2552471"
"Todd Gurley",15.9899,"RB","LA",7100,6.6,"LA@TB","04:05PM",6,"0.8678",18.391,9.6383,"3.8199","2552475"
"Aaron Ripkowski",0.5396,"RB","GB",3000,0,"Det@GB","01:00PM",114,"0.0283",0.9641,0.02,"4.0111","2552477"
"Blake Bell",1.5391,"TE","SF",2500,0.8,"SF@Sea","04:05PM",65,"0.1758",1.9957,0.75,"3.319","2552478"
"Amari Cooper",16.2138,"WR","OAK",7700,18.4,"Oak@Ten","01:00PM",10,"0.0404",17.9633,13.1778,"4.3366","2552487"
"Dorial Green-Beckham",6.1078,"WR","PHI",3200,3.6,"Pit@Phi","04:25PM",85,"0.028",6.4218,2.1449,"5.9542","2552491"
"C.J. Uzomah",3.5475,"TE","CIN",2500,5.9,"Den@Cin","01:00PM",48,"0.1603",5.1783,0.22,"7.115","2552559"
"Sean Mannion",0.1836,"QB","LA",5000,0,"LA@TB","04:05PM",57,"0.0307",0.2912,0,"3.9297","2552576"
"A.J. Derby",0.8141,"TE","NE",2500,0,"Hou@NE","08:25PM",76,"0.0665",1.3126,0,"5.3342","2552580"
"Jay Ajayi",12.111,"RB","MIA",4000,7.5,"Cle@Mia","01:00PM",22,"0.7891",14.6945,9.11,"5.0309","2552582"
"Tyler Kroft",5.0254,"TE","CIN",2500,3.25,"Den@Cin","01:00PM",38,"0.6077",6.6359,1.9245,"6.1828","2552586"
"Brett Hundley",0.1232,"QB","GB",5000,0,"Det@GB","01:00PM",61,"0.0099",0.2609,0.01,"3.9201","2552588"
"Breshad Perriman",5.785,"WR","BAL",3000,4.85,"Bal@Jax","01:00PM",88,"0.2242",7.749,1.56,"6.4389","2552597"
"Nelson Agholor",7.8408,"WR","PHI",3500,11.95,"Pit@Phi","04:25PM",70,"0.0536",8.6455,5.8696,"5.5416","2552600"
"Stefon Diggs",13.9212,"WR","MIN",5100,28.2,"Min@Car","01:00PM",25,"0.2449",14.8325,10.4244,"5.2254","2552608"
"Javorius Allen",1.3846,"RB","BAL",3000,0,"Bal@Jax","01:00PM",100,"0.1491",2.6531,0,"8.9187","2552631"
"Jesse James",8.6492,"TE","PIT",3500,10,"Pit@Phi","04:25PM",20,"0.6403",9.2129,6.0756,"4.8121","2552633"
"Matt Jones",9.8126,"RB","WAS",4100,8.9,"Was@NYG","01:00PM",33,"0.0796",10.455,8.48,"4.1386","2552635"
"Michael Burton",0.1776,"RB","DET",3000,0,"Det@GB","01:00PM",131,"0.0431",0.2976,0,"null","2552636"
"Marcus Murphy",0.1341,"RB","NO",3000,0,"Atl@NO","08:30PM",133,"0.0722",0.214,0,"null","2552647"
"Chris Conley",6.8518,"WR","KC",3100,5.9,"NYJ@KC","04:25PM",78,"0.1433",8.6466,5.0663,"6.543","2552652"
"J.J. Nelson",2.9958,"WR","ARI",3000,2.1,"Ari@Buf","01:00PM",111,"0.1661",3.6797,1.9,"6.6113","2552656"
"Randall Telfer",0.6267,"TE","CLE",2500,0,"Cle@Mia","01:00PM",82,"0.0247",1.1852,0,"4.5406","2552660"
"Kevin White",8.8381,"WR","CHI",4000,7.45,"Chi@Dal","08:30PM",58,"0.2735",11.0103,4.05,"6.554","2553432"
"Mike Davis",1.3151,"RB","SF",3000,1.05,"SF@Sea","04:05PM",101,"0.1638",2.4506,0.28,"2.7364","2553439"
"Malcolm Johnson",0.4,"RB","CLE",3000,1.45,"Cle@Mia","01:00PM",119,"0.0404",0.4,0.4,"null","2553446"
"Neal Sterling",0.1354,"TE","JAX",2500,0,"Bal@Jax","01:00PM",178,"0.0273",0.2335,0,"3.6742","2553451"
"Geoff Swaim",3.6409,"TE","DAL",2500,4,"Chi@Dal","08:30PM",46,"0.0723",6.0748,0.98,"8.1986","2553454"
"Trevor Siemian",8.8024,"QB","DEN",5100,11.73,"Den@Cin","01:00PM",34,"2.8811",11.5218,0.16,"6.7486","2553457"
"Quan Bray",2.1452,"WR","IND",3000,0.85,"SD@Ind","04:25PM",123,"0.1539",2.6765,1.41,"6.3335","2553467"
"Khari Lee",0.36,"TE","DET",2500,0,"Det@GB","01:00PM",93,"0.0131",0.36,0.36,"null","2553552"
"Cameron Meredith",0,"WR","CHI",3000,0,"Chi@Dal","08:30PM",182,"0",0,0,"null","2553568"
"Jordan Taylor",0.1153,"WR","DEN",3000,1.5,"Den@Cin","01:00PM",179,"0.0233",0.2648,-0.02,"3.7004","2553606"
"Lucky Whitehead",0.8786,"WR","DAL",3000,0,"Chi@Dal","08:30PM",148,"0.046",1.0806,0.63,"3.7023","2553621"
"Zach Zenner",2.4053,"RB","DET",3000,0,"Det@GB","01:00PM",89,"0.3429",2.7946,1.7138,"5.732","2553631"
"Corey Grant",0.3405,"RB","JAX",3000,4.25,"Bal@Jax","01:00PM",121,"0.0198",0.7131,0,"null","2553650"
"Bradley Marquez",1.1015,"WR","LA",3000,0,"LA@TB","04:05PM",140,"0.0626",1.48,0.78,"4.031","2553725"
"Thomas Rawls",11.1445,"RB","SEA",5500,6.3,"SF@Sea","04:05PM",26,"0.0437",13.1462,8.72,"null","2553733"
"Eli Rogers",8.0355,"WR","PIT",3900,9.9,"Pit@Phi","04:25PM",65,"0.0693",10.5555,4.5486,"7.3789","2553737"
"Rod Smith",0.0451,"RB","DAL",3000,0,"Chi@Dal","08:30PM",135,"0.0383",0.0778,0,"null","2553743"
"Terron Ward",0.677,"RB","ATL",3000,0,"Atl@NO","08:30PM",112,"0.114",1.1676,0,"null","2553762"
"Will Tye",6.9278,"TE","NYG",2600,3.8,"Was@NYG","01:00PM",25,"0.3905",8.7244,5.43,"6.297","2553830"
"Adam Humphries",4.0155,"WR","TB",3000,9.9,"LA@TB","04:05PM",101,"0.1335",6.0429,0.98,"7.3435","2553895"
"Tyrell Williams",9.2939,"WR","SD",4300,12.1,"SD@Ind","04:25PM",55,"0.1134",12.5588,4.0878,"7.2944","2553913"
"Chris Moore",1.4973,"WR","BAL",3000,2.1,"Bal@Jax","01:00PM",133,"0.0432",2.3879,0.17,"3.3129","2555209"
"Laquon Treadwell",3.1175,"WR","MIN",3100,0,"Min@Car","01:00PM",108,"0.028",4.5911,1.58,"7.4678","2555214"
"Leonte Carroo",4.1769,"WR","MIA",3000,1.7,"Cle@Mia","01:00PM",100,"0.2228",5.9007,2.62,"7.9816","2555215"
"Malcolm Mitchell",2.5201,"WR","NE",3000,3.9,"Hou@NE","08:25PM",117,"0.0139",3.3057,1.28,"7.1025","2555216"
"Daniel Lasco",0.5139,"RB","NO",3000,0,"Atl@NO","08:30PM",115,"0.0222",0.9786,0,"null","2555219"
"Devontae Booker",5.2124,"RB","DEN",3000,2.95,"Den@Cin","01:00PM",64,"0.063",6.5486,2.406,"4.3298","2555223"
"Ezekiel Elliott",14.8142,"RB","DAL",6900,13.95,"Chi@Dal","08:30PM",8,"0.6556",15.5932,13.6,"3.5012","2555224"
"Jonathan Williams",0.4745,"RB","BUF",3000,0,"Ari@Buf","01:00PM",117,"0.0423",0.5077,0.41,"null","2555227"
"Kenneth Dixon",0,"RB","BAL",3000,0,"Bal@Jax","01:00PM",138,"0",0,0,"null","2555229"
"Kenyan Drake",6.5502,"RB","MIA",3600,4.9,"Cle@Mia","01:00PM",51,"0.0865",8.8966,0.02,"4.3935","2555230"
"Tyler Ervin",2.5321,"RB","HOU",3000,0.9,"Hou@NE","08:25PM",86,"0.0613",3.2827,1.52,"5.2221","2555234"
"Carson Wentz",14.4442,"QB","PHI",5500,15.91,"Pit@Phi","04:25PM",25,"1.054",15.9363,11.24,"5.962","2555259"
"Dak Prescott",15.6045,"QB","DAL",5700,14.28,"Chi@Dal","08:30PM",22,"0.932",17.1008,13.482,"6.0519","2555260"
"Jacoby Brissett",11.6268,"QB","NE",5000,4.88,"Hou@NE","08:25PM",30,"1.802",15.1894,0.178,"8.0605","2555261"
"Jeff Driskel",0,"QB","CIN",5000,0,"Den@Cin","01:00PM",75,"0",0,0,"3.7212","2555262"
"Nick Vannett",0.699,"TE","SEA",2500,0,"SF@Sea","04:05PM",79,"0.0231",0.7654,0.57,"3.4089","2555289"
"Sterling Shepard",11.9406,"WR","NYG",5500,18,"Was@NYG","01:00PM",38,"0.179",13.5531,8.3239,"5.8726","2555295"
"David Morgan",0.3035,"TE","MIN",2500,0,"Min@Car","01:00PM",96,"0.012",0.5232,0,"3.7354","2555306"
"Jerell Adams",0.354,"TE","NYG",2500,0,"Was@NYG","01:00PM",94,"0.0324",0.5562,0,"3.7443","2555311"
"Paxton Lynch",2.7131,"QB","DEN",5000,0,"Den@Cin","01:00PM",38,"0.9984",5.6481,0.088,"8.6575","2555316"
"Tajae Sharpe",10.5026,"WR","TEN",4700,10.95,"Oak@Ten","01:00PM",43,"0.2911",12.31,5.1384,"6.4135","2555317"
"Cody Core",0.2774,"WR","CIN",3000,0,"Den@Cin","01:00PM",171,"0.0349",0.4561,0,"3.8555","2555331"
"Connor Cook",0,"QB","OAK",5000,0,"Oak@Ten","01:00PM",75,"0",0,0,"3.7212","2555332"
"Corey Coleman",7.8896,"WR","CLE",5300,19.65,"Cle@Mia","01:00PM",69,"0.0518",12.9067,0,"16.595","2555333"
"Jared Goff",0.2547,"QB","LA",5000,0,"LA@TB","04:05PM",54,"0.0308",0.7788,-0.64,"2.7713","2555334"
"Hunter Henry",6.3927,"TE","SD",2500,1.5,"SD@Ind","04:25PM",28,"0.1573",9.4192,2.84,"10.0273","2555341"
"Josh Doctson",5.0741,"WR","WAS",3000,4.3,"Was@NYG","01:00PM",96,"0.5",7.1688,1.4,"8.7578","2555343"
"Will Fuller",12.8976,"WR","HOU",4800,21.05,"Hou@NE","08:25PM",33,"0.3493",15.7176,6.45,"6.9126","2555346"
"Braxton Miller",1.4707,"WR","HOU",3000,1.35,"Hou@NE","08:25PM",134,"0.0965",2.6355,0,"6.0819","2555348"
"Aaron Burbridge",1.0612,"WR","SF",3000,0,"SF@Sea","04:05PM",141,"0.0529",1.3623,0.3924,"4.0434","2555362"
"Tyler Higbee",3.2568,"TE","LA",2500,0.6,"LA@TB","04:05PM",51,"0.2838",4.0396,2.229,"6.7209","2555364"
"Jordan Payton",0.2173,"WR","CLE",3000,0,"Cle@Mia","01:00PM",174,"0.0287",0.3683,0,"3.8849","2555370"
"Cody Kessler",12.7866,"QB","CLE",5000,0,"Cle@Mia","01:00PM",28,"0.9223",13.976,9.76,"3.7821","2555387"
"Trevor Davis",0.5999,"WR","GB",3000,0,"Det@GB","01:00PM",156,"0.0094",1.0105,0,"4.1958","2555413"
"Austin Hooper",3.3312,"TE","ATL",2500,6.9,"Atl@NO","08:30PM",50,"0.1398",3.8782,2.3237,"5.5184","2555415"
"Christian Hackenberg",0,"QB","NYJ",5000,0,"NYJ@KC","04:25PM",75,"0",0,0,"3.7212","2555416"
"C.J. Prosise",3.1478,"RB","SEA",3300,2.1,"SF@Sea","04:05PM",80,"0.2051",4.7828,1.39,"5.7957","2555417"
"Jordan Howard",5.1356,"RB","CHI",3300,5.1,"Chi@Dal","08:30PM",66,"0.4357",6.6207,2.3344,"5.732","2555418"
"Pharoh Cooper",5.2661,"WR","LA",3000,0,"LA@TB","04:05PM",94,"0.1158",5.5718,1.9732,"6.228","2555419"
"Cardale Jones",0,"QB","BUF",5000,0,"Ari@Buf","01:00PM",75,"null",0,0,"3.7212","2555426"
"Alex Collins",0.3787,"RB","SEA",3000,0,"SF@Sea","04:05PM",120,"0.0458",0.4819,0.1068,"11.277","2555430"
"Andy Janovich",0.913,"RB","DEN",3000,5.45,"Den@Cin","01:00PM",104,"0.0234",1.7751,0.14,"7.7715","2555432"
"Paul Perkins",1.1559,"RB","NYG",3000,0,"Was@NYG","01:00PM",102,"0.1261",1.7923,0,"13.189","2555460"
"Wendell Smallwood",2.8844,"RB","PHI",3000,0.85,"Pit@Phi","04:25PM",82,"0.1103",4.8958,0.6779,"5.9232","2555461"
"DeAndre Washington",5.5206,"RB","OAK",3400,4.8,"Oak@Ten","01:00PM",60,"0.12",7.1324,2.7147,"4.2023","2555464"
"Tyler Boyd",6.9304,"WR","CIN",3500,8.6,"Den@Cin","01:00PM",77,"0.1488",8.4741,4.1868,"5.4544","2555466"
"Rashard Higgins",4.6945,"WR","CLE",3000,0,"Cle@Mia","01:00PM",97,"0.2646",6.4042,1.8066,"6.3151","2555468"
"Ricardo Louis",2.4812,"WR","CLE",3000,0,"Cle@Mia","01:00PM",122,"0.3951",3.3714,0.43,"5.5195","2555473"
"Charone Peake",0.2404,"WR","NYJ",3000,0,"NYJ@KC","04:25PM",173,"0.0331",0.4075,0,"3.9469","2555477"
"Demarcus Robinson",0.2902,"WR","KC",3000,0,"NYJ@KC","04:25PM",168,"0.0084",0.4911,0.02,"3.72","2555478"
"Temarrick Hemingway",0.2496,"TE","LA",2500,0,"LA@TB","04:05PM",100,"0.1242",0.4544,0,"3.5559","2555486"
"Derrick Henry",7.0172,"RB","TEN",3700,6.15,"Oak@Ten","01:00PM",49,"0.446",7.9807,3.0222,"4.0111","2556075"
"Dwayne Washington",5.8128,"RB","DET",3600,4.6,"Det@GB","01:00PM",55,"0.0518",7.2361,3.27,"4.8397","2556118"
"Jakeem Grant",0.5456,"WR","MIA",3000,0,"Cle@Mia","01:00PM",160,"0.0391",0.9357,0,"4.065","2556190"
"Tyreek Hill",0.9895,"WR","KC",3000,5.3,"NYJ@KC","04:25PM",144,"0.0265",1.3402,0.51,"5.9559","2556214"
"Darius Jackson",0.2034,"RB","DAL",3000,0,"Chi@Dal","08:30PM",129,"0.0166",0.3172,0,"null","2556273"
"Michael Thomas",8.711,"WR","NO",4200,10.7,"Atl@NO","08:30PM",59,"0.315",11.7765,3.11,"6.3232","2556370"
"Mike Thomas",1.6329,"WR","LA",3000,0,"LA@TB","04:05PM",130,"0.0539",1.6491,1.6,"5.9148","2556381"
"Josh Ferguson",6.4957,"RB","IND",3000,6.5,"SD@Ind","04:25PM",52,"0.2516",11.1835,2.7638,"4.8397","2556411"
"Rob Kelley",2.7172,"RB","WAS",3000,0,"Was@NYG","01:00PM",84,"0.1416",4.4576,0.34,"null","2556414"
"Robby Anderson",0.9459,"WR","NYJ",3000,0,"NYJ@KC","04:25PM",146,"0.0607",1.6363,0,"4.7427","2556462"
"Stephen Anderson",3.9022,"TE","HOU",2500,4.5,"Hou@NE","08:25PM",42,"0.1105",5.0144,2.45,"6.1841","2556463"
"Trevone Boykin",0.096,"QB","SEA",5000,0,"SF@Sea","04:05PM",64,"0.0211",0.2238,-0.024,"3.8967","2556477"
"Alex Erickson",0.4332,"WR","CIN",3000,1.5,"Den@Cin","01:00PM",163,"0.0374",0.7972,0.0248,"4.0413","2556519"
"D.J. Foster",1.0166,"RB","NE",3000,1.9,"Hou@NE","08:25PM",142,"0.0218",1.3952,0.28,"5.0004","2556528"
"D.J. Foster",0,"RB","NE",3000,1.9,"Hou@NE","08:25PM",138,"0",0,0,"null","2556528"
"Roger Lewis",0,"WR","NYG",3000,0,"Was@NYG","01:00PM",182,"0",0,0,"3.3024","2556592"
"Jalin Marshall",2.796,"WR","NYJ",3000,3.25,"NYJ@KC","04:25PM",113,"0.124",4.0515,0,"7.078","2556606"
"Nelson Spruce",0.8369,"WR","LA",3000,0,"LA@TB","04:05PM",149,"0.0418",1.4185,0,"5.5458","2556686"
"Cole Wick",0.609,"TE","DET",2500,1.5,"Det@GB","01:00PM",83,"0.0238",1.0563,0,"4.2257","2556708"
"Jalen Richard",3.7991,"RB","OAK",3600,10.6,"Oak@Ten","01:00PM",74,"0.0803",5.5806,1.7,"5.1583","2556885"
"Chris Johnson",4.3922,"RB","ARI",3500,5.8,"Ari@Buf","01:00PM",71,"0.3208",5.6447,2.7123,"4.2023","262"
"Josh Johnson",0,"QB","NYG",5000,0,"Was@NYG","01:00PM",75,"0",0,0,"3.7212","264"
"Danny Amendola",5.355,"WR","NE",3700,13.8,"Hou@NE","08:25PM",93,"0.1086",6.7764,2.1358,"6.538","2649"
"Matt Ryan",18.7546,"QB","ATL",7400,29.6,"Atl@NO","08:30PM",9,"0.6007",20.3031,17.272,"5.0802","310"
"Jacob Tamme",9.1937,"TE","ATL",3200,14.8,"Atl@NO","08:30PM",11,"0.1239",10.637,6.17,"6.5679","324"
"Joe Flacco",16.6528,"QB","BAL",6100,17.1,"Bal@Jax","01:00PM",21,"1.5073",17.0737,15.656,"4.6166","382"
"Danny Woodhead",7.6307,"RB","SD",5400,13.55,"SD@Ind","04:25PM",45,"0.1142",12.6757,0,"null","4327"
"Tim Hightower",5.6387,"RB","NO",3300,1.45,"Atl@NO","08:30PM",59,"0.1372",6.4839,4.4173,"4.5847","4383"
"Matthew Slater",0,"WR","NE",3000,0,"Hou@NE","08:25PM",182,"0",0,0,"3.3024","4487"
"Sam Bradford",13.3255,"QB","MIN",5300,19.14,"Min@Car","01:00PM",27,"0.8813",15.3643,10.51,"6.773","497095"
"Colt McCoy",0.8909,"QB","WAS",5000,0,"Was@NYG","01:00PM",44,"0.2763",1.7554,0.118,"5.2808","497123"
"LeGarrette Blount",11.0841,"RB","NE",4400,16.65,"Hou@NE","08:25PM",28,"0.5473",11.8203,8.0041,"5.0946","497149"
"Ryan Mathews",10.3337,"RB","PHI",5800,15.1,"Pit@Phi","04:25PM",32,"0.5302",11.2212,8.0558,"4.266","497188"
"James Starks",7.5954,"RB","GB",4000,2.6,"Det@GB","01:00PM",46,"0.3125",8.5183,6.303,"3.8836","497206"
"Ed Dickson",4.1406,"TE","CAR",2500,0,"Min@Car","01:00PM",41,"0.2624",6.171,2.55,"6.5974","497224"
"Jim Dray",0.5757,"TE","BUF",2500,0,"Ari@Buf","01:00PM",85,"0.0273",0.684,0.33,"3.435","497226"
"Jimmy Graham",8.9769,"TE","SEA",3000,4.65,"SF@Sea","04:05PM",16,"0.1096",11.3362,6.92,"7.4187","497236"
"Jermaine Gresham",3.5897,"TE","ARI",2500,4.05,"Ari@Buf","01:00PM",47,"0.0945",4.2577,2.68,"5.4999","497238"
"Rob Gronkowski",11.4034,"TE","NE",6800,0,"Hou@NE","08:25PM",7,"0.3017",12.6217,8.1916,"8.3693","497240"
"Clay Harbor",0.7689,"TE","NE",2500,0,"Hou@NE","08:25PM",77,"0.0562",0.9252,0.52,"3.5701","497242"
"Dennis Pitta",8.811,"TE","BAL",3400,14.55,"Bal@Jax","01:00PM",18,"0.1134",11.442,0.86,"8.3773","497254"
"Andrew Quarless",0.5086,"TE","DET",2500,0,"Det@GB","01:00PM",88,"0.0608",0.8621,0,"4.8757","497258"
"Arrelious Benn",0.98,"WR","JAX",3000,0.95,"Bal@Jax","01:00PM",145,"0.0612",0.98,0.98,"0.8111","497270"
"Dez Bryant",16.574,"WR","DAL",8400,11,"Chi@Dal","08:30PM",7,"0.1667",17.9841,14.0438,"5.4725","497278"
"Eric Decker",14.7505,"WR","NYJ",6900,19.65,"NYJ@KC","04:25PM",19,"0.3356",15.824,11.5615,"6.5211","497284"
"Brandon LaFell",6.3855,"WR","CIN",3400,10,"Den@Cin","01:00PM",83,"0.2143",6.6327,5.73,"4.8915","497302"
"Andre Roberts",1.4373,"WR","DET",3000,0.9,"Det@GB","01:00PM",135,"0.1345",2.0555,0.6,"7.1766","497320"
"Emmanuel Sanders",12.5615,"WR","DEN",6000,8.4,"Den@Cin","01:00PM",34,"0.2363",12.5499,11.6585,"3.8914","497322"
"Golden Tate",12.994,"WR","DET",5900,7.3,"Det@GB","01:00PM",32,"0.2644",14.4131,10.4283,"5.0521","497326"
"Demaryius Thomas",14.2318,"WR","DEN",6400,12.4,"Den@Cin","01:00PM",22,"0.243",15.3025,12.5673,"5.0062","497328"
"Kenny Britt",8.3736,"WR","LA",3900,13.05,"LA@TB","04:05PM",61,"0.0338",8.935,7.5158,"5.8674","71217"
"Jared Cook",7.7595,"TE","GB",2900,4.4,"Det@GB","01:00PM",22,"0.2359",7.97,6.1361,"5.1529","71265"
"Michael Crabtree",13.5175,"WR","OAK",6000,15.4,"Oak@Ten","01:00PM",28,"0.1046",14.0091,10.9074,"4.1236","71269"
"Rashad Jennings",13.4889,"RB","NYG",5100,7.4,"Was@NYG","01:00PM",16,"0.7281",14.6915,11.16,"null","71345"
"Jordan Norwood",2.8634,"WR","DEN",3000,2.7,"Den@Cin","01:00PM",112,"0.0924",3.6207,1.65,"5.1571","71417"
"John Phillips",0.3975,"TE","DEN",2500,0,"Den@Cin","01:00PM",92,"0.0404",0.4532,0.35,"7.2379","71435"
"Arian Foster",4.4034,"RB","MIA",5500,6.95,"Cle@Mia","01:00PM",70,"0.1364",7.7768,0,"null","79555"
"David Johnson",0.7264,"RB","ARI",7700,20.25,"Ari@Buf","01:00PM",78,"0.0383",1.137,0.18,"10.8158","79589"
"David Johnson",0.7264,"TE","PIT",2500,0.75,"Pit@Phi","04:25PM",78,"0.0383",1.137,0.18,"10.8158","79589"
"LeSean McCoy",13.7975,"RB","BUF",6500,15,"Ari@Buf","01:00PM",12,"0.0952",15.4406,10.78,"2.7364","79607"
"Mark Sanchez",1.2693,"QB","DAL",5000,0,"Chi@Dal","08:30PM",42,"0.2486",2.0746,0.204,"3.3617","79858"
"Matthew Stafford",17.3886,"QB","DET",6800,22.8,"Det@GB","01:00PM",16,"0.3961",18.387,15.08,"6.9659","79860"
"Darrius Heyward-Bey",2.027,"WR","PIT",3200,0.85,"Pit@Phi","04:25PM",124,"0.094",3.016,0.5,"6.4658","80427"
"Jeremy Maclin",14.0404,"WR","KC",6000,15,"NYJ@KC","04:25PM",23,"0.1112",15.0008,11.6916,"5.1855","80429"
"Chase Daniel",0.1126,"QB","PHI",5000,0,"Pit@Phi","04:25PM",63,"0.0246",0.2494,-0.01,"3.9133","81284"
"Brian Hoyer",12.1019,"QB","CHI",5000,3.12,"Chi@Dal","08:30PM",29,"1.0045",16.1133,3.866,"8.0933","81294"
"Brandon Tate",0.1973,"WR","BUF",3000,0,"Ari@Buf","01:00PM",175,"0.0255",0.4514,0,"3.8181","81306"
"Brandon Myers",1.7512,"TE","TB",2500,3.7,"LA@TB","04:05PM",62,"0.163",3.0776,0,"6.2544","89766"
"Jamaal Charles",10.3387,"RB","KC",5600,0,"NYJ@KC","04:25PM",31,"0.2655",9.1313,8.89,"null","925"
"Justin Forsett",12.5845,"RB","BAL",3900,7.6,"Bal@Jax","01:00PM",19,"0.3726",14.8723,9.84,"4.5847","927"
"Jonathan Stewart",5.6981,"RB","CAR",4800,5,"Min@Car","01:00PM",58,"0.1184",8.9727,0,"null","949"
